,text,sentiment,source
2317,back to good bbq  lighter fare  reasonable pricing and tell the public they are back to the old ways ,1,yelp
2318,and considering the two of us left there very full and happy for about $20  you just can't go wrong ,1,yelp
2319,all the bread is made in house ,1,yelp
2320,the only downside is the service ,0,yelp
2321,also  the fries are without a doubt the worst fries i've ever had ,0,yelp
2322,service was exceptional and food was a good as all the reviews ,1,yelp
2323,a couple of months later  i returned and had an amazing meal ,1,yelp
2324,favorite place in town for shawarrrrrrma      ,1,yelp
2325,the black eyed peas and sweet potatoes    unreal ,1,yelp
2326,you won't be disappointed ,1,yelp
2327,they could serve it with just the vinaigrette and it may make for a better overall dish  but it was still very good ,1,yelp
2328,i go to far too many places and i've never seen any restaurant that serves a 1 egg breakfast  especially for $4 00 ,0,yelp
2329,when my mom and i got home she immediately got sick and she only had a few bites of salad ,0,yelp
2330,the servers are not pleasant to deal with and they don't always honor pizza hut coupons ,0,yelp
2331,both of them were truly unbelievably good  and i am so glad we went back ,1,yelp
2332,we had fantastic service  and were pleased by the atmosphere ,1,yelp
2333,everything was gross ,0,yelp
2334,i love this place ,1,yelp
2335,great service and food ,1,yelp
2336,first   the bathrooms at this location were dirty  seat covers were not replenished   just plain yucky   ,0,yelp
2337,the burger    i got the  gold standard  a $17 burger and was kind of disappointed ,0,yelp
2338,omg  the food was delicioso ,1,yelp
2339,there is nothing authentic about this place ,0,yelp
2340,the spaghetti is nothing special whatsoever ,0,yelp
2341,of all the dishes  the salmon was the best  but all were great ,1,yelp
2342,the vegetables are so fresh and the sauce feels like authentic thai ,1,yelp
2343,it's worth driving up from tucson ,1,yelp
2344,the selection was probably the worst i've seen in vegas     there was none ,0,yelp
2345,pretty good beer selection too ,1,yelp
2346,this place is like chipotle  but better ,1,yelp
2347,classy warm atmosphere  fun and fresh appetizers  succulent steaks  baseball steak     ,1,yelp
2348,5 stars for the brick oven bread app ,1,yelp
2349,i have eaten here multiple times  and each time the food was delicious ,1,yelp
2350,we sat another ten minutes and finally gave up and left ,0,yelp
2351,he was terrible ,0,yelp
2352,everyone is treated equally special ,1,yelp
2353,it shouldn't take 30 min for pancakes and eggs ,0,yelp
2354,it was delicious   ,1,yelp
2355,on the good side  the staff was genuinely pleasant and enthusiastic   a real treat ,1,yelp
2356,sadly  gordon ramsey's steak is a place we shall sharply avoid during our next trip to vegas ,0,yelp
2357,as always the evening was wonderful and the food delicious ,1,yelp
2358,best fish i've ever had in my life ,1,yelp
2359, the bathroom is just next door and very nice  ,1,yelp
2360,the buffet is small and all the food they offered was bland ,0,yelp
2361,this is an outstanding little restaurant with some of the best food i have ever tasted ,1,yelp
2362,pretty cool i would say ,1,yelp
2363,definitely a turn off for me   i doubt i'll be back unless someone else is buying ,0,yelp
2364,server did a great job handling our large rowdy table ,1,yelp
2365,i find wasting food to be despicable  but this just wasn't food ,0,yelp
2366,my wife had the lobster bisque soup which was lukewarm ,0,yelp
2367,would come back again if i had a sushi craving while in vegas ,1,yelp
2368,the staff are great  the ambiance is great ,1,yelp
2369,he deserves 5 stars ,1,yelp
2370,i left with a stomach ache and felt sick the rest of the day ,0,yelp
2371,they dropped more than the ball ,0,yelp
2372,the dining space is tiny  but elegantly decorated and comfortable ,1,yelp
2373,they will customize your order any way you'd like  my usual is eggplant with green bean stir fry  love it ,1,yelp
2374,and the beans and rice were mediocre at best ,0,yelp
2375,best tacos in town by far  ,1,yelp
2376,i took back my money and got outta there ,0,yelp
2377,in an interesting part of town  this place is amazing ,1,yelp
2378,rude   inconsiderate management ,0,yelp
2379,the staff are now not as friendly  the wait times for being served are horrible  no one even says hi for the first 10 minutes ,0,yelp
2380,i won't be back ,0,yelp
2381,they have great dinners ,1,yelp
2382,the service was outshining   i definitely recommend the halibut ,1,yelp
2383,the food was terrible ,0,yelp
2384,will never ever go back and have told many people what had happened ,0,yelp
2385,i don't recommend unless your car breaks down in front of it and you are starving ,0,yelp
2386,i will come back here every time i'm in vegas ,1,yelp
2387,this place deserves one star and 90  has to do with the food ,0,yelp
2388,this is a disgrace ,0,yelp
2389,def coming back to bowl next time,1,yelp
2390,if you want healthy authentic or ethic food  try this place ,1,yelp
2391,i will continue to come here on ladies night andddd date night     highly recommend this place to anyone who is in the area   ,1,yelp
2392,i have been here several times in the past  and the experience has always been great ,1,yelp
2393,we walked away stuffed and happy about our first vegas buffet experience ,1,yelp
2394,service was excellent and prices are pretty reasonable considering this is vegas and located inside the crystals shopping mall by aria ,1,yelp
2395,to summarize    the food was incredible  nay  transcendant    but nothing brings me joy quite like the memory of the pneumatic condiment dispenser ,1,yelp
2396,i'm probably one of the few people to ever go to ians and not like it ,0,yelp
2397,kids pizza is always a hit too with lots of great side dish options for the kiddos ,1,yelp
2398,service is perfect and the family atmosphere is nice to see ,1,yelp
2399,cooked to perfection and the service was impeccable ,1,yelp
2400,this one is simply a disappointment ,0,yelp
2401,overall  i was very disappointed with the quality of food at bouchon ,0,yelp
2402,i don't have to be an accountant to know i'm getting screwed ,0,yelp
2403,great place to eat  reminds me of the little mom and pop shops in the san francisco bay area ,1,yelp
2404,today was my first taste of a buldogis gourmet hot dog and i have to tell you it was more than i ever thought possible ,1,yelp
2405,left very frustrated ,0,yelp
2406,i'll definitely be in soon again ,1,yelp
2407,food was really good and i got full petty fast ,1,yelp
2408,service was fantastic ,1,yelp
2409,total waste of time ,0,yelp
2410,i don't know what kind it is but they have the best iced tea ,1,yelp
2411,come hungry  leave happy and stuffed ,1,yelp
2412,for service  i give them no stars ,0,yelp
2413,i can assure you that you won't be disappointed ,1,yelp
2414,i can take a little bad service but the food sucks ,0,yelp
2415,gave up trying to eat any of the crust  teeth still sore  ,0,yelp
2416,but now i was completely grossed out ,0,yelp
2417,i really enjoyed eating here ,1,yelp
2418,first time going but i think i will quickly become a regular ,1,yelp
2419,our server was very nice  and even though he looked a little overwhelmed with all of our needs  he stayed professional and friendly until the end ,1,yelp
2420,from what my dinner companions told me   everything was very fresh with nice texture and taste ,1,yelp
2421,on the ground  right next to our table was a large  smeared  been stepped in and tracked everywhere pile of green bird poop ,0,yelp
2422,furthermore  you can't even find hours of operation on the website ,0,yelp
2423,we've tried to like this place but after 10  times i think we're done with them ,0,yelp
2424,what a mistake that was ,0,yelp
2425,no complaints ,1,yelp
2426,this is some seriously good pizza and i'm an expert connisseur on the topic ,1,yelp
2427,waiter was a jerk ,0,yelp
2428,strike 2  who wants to be rushed ,0,yelp
2429,these are the nicest restaurant owners i've ever come across ,1,yelp
2430,i never come again ,0,yelp
2431,we loved the biscuits   ,1,yelp
2432,service is quick and friendly ,1,yelp
2433,ordered an appetizer and took 40 minutes and then the pizza another 10 minutes ,0,yelp
2434,so absolutley fantastic ,1,yelp
2435,it was a huge awkward 1 5lb piece of cow that was 3 4ths gristle and fat ,0,yelp
2436,definitely will come back here again ,1,yelp
2437,i like steiners because it's dark and it feels like a bar ,1,yelp
2438,wow very spicy but delicious ,1,yelp
2439,if you're not familiar  check it out ,1,yelp
2440,i'll take my business dinner dollars elsewhere ,0,yelp
2441,i'd love to go back ,1,yelp
2442,anyway  this fs restaurant has a wonderful breakfast lunch ,1,yelp
2443,nothing special ,0,yelp
2444,each day of the week they have a different deal and it's all so delicious ,1,yelp
2445,not to mention the combination of pears  almonds and bacon is a big winner ,1,yelp
2446,will not be back ,0,yelp
2447,sauce was tasteless ,0,yelp
2448,the food is delicious and just spicy enough  so be sure to ask for spicier if you prefer it that way ,1,yelp
2449,my ribeye steak was cooked perfectly and had great mesquite flavor ,1,yelp
2450,i don't think we'll be going back anytime soon ,0,yelp
2451,food was so gooodd ,1,yelp
2452,i am far from a sushi connoisseur but i can definitely tell the difference between good food and bad food and this was certainly bad food ,0,yelp
2453,i was so insulted ,0,yelp
2454,the last 3 times i had lunch here has been bad ,0,yelp
2455,the chicken wings contained the driest chicken meat i have ever eaten ,0,yelp
2456,the food was very good and i enjoyed every mouthful  an enjoyable relaxed venue for couples small family groups etc ,1,yelp
2457,nargile   i think you are great ,1,yelp
2458,best tater tots in the southwest ,1,yelp
2459,we loved the place ,1,yelp
2460,definitely not worth the $3 i paid ,0,yelp
2461,the vanilla ice cream was creamy and smooth while the profiterole  choux  pastry was fresh enough ,1,yelp
2462,im in az all the time and now have my new spot ,1,yelp
2463,the manager was the worst ,0,yelp
2464,the inside is really quite nice and very clean ,1,yelp
2465,the food was outstanding and the prices were very reasonable ,1,yelp
2466,i don't think i'll be running back to carly's anytime soon for food ,0,yelp
2467,this is was due to the fact that it took 20 minutes to be acknowledged  then another 35 minutes to get our food   and they kept forgetting things ,0,yelp
2468,love the margaritas  too ,1,yelp
2469,this was my first and only vegas buffet and it did not disappoint ,1,yelp
2470,very good  though ,1,yelp
2471,the one down note is the ventilation could use some upgrading ,0,yelp
2472,great pork sandwich ,1,yelp
2473,don't waste your time here ,0,yelp
2474,total letdown  i would much rather just go to the camelback flower shop and cartel coffee ,0,yelp
2475,third  the cheese on my friend's burger was cold ,0,yelp
2476,we enjoy their pizza and brunch ,1,yelp
2477,the steaks are all well trimmed and also perfectly cooked ,1,yelp
2478,we had a group of 70  when we claimed we would only have 40 and they handled us beautifully ,1,yelp
2479,i loved it ,1,yelp
2480,we asked for the bill to leave without eating and they didn't bring that either ,0,yelp
2481,this place is a jewel in las vegas  and exactly what i've been hoping to find in nearly ten years living here ,1,yelp
2482,seafood was limited to boiled shrimp and crab legs but the crab legs definitely did not taste fresh ,0,yelp
2483,the selection of food was not the best ,0,yelp
2484,delicious and i will absolutely be back ,1,yelp
2485,this isn't a small family restaurant  this is a fine dining establishment ,1,yelp
2486,they had a toro tartare with a cavier that was extraordinary and i liked the thinly sliced wagyu with white truffle ,1,yelp
2487,i dont think i will be back for a very long time ,0,yelp
2488,it was attached to a gas station  and that is rarely a good sign ,0,yelp
2489,how awesome is that ,1,yelp
2490,i will be back many times soon ,1,yelp
2491,the menu had so much good stuff on it i could not decide ,1,yelp
2492,worse of all  he humiliated his worker right in front of me  bunch of horrible name callings ,0,yelp
2493,conclusion  very filling meals ,1,yelp
2494,their daily specials are always a hit with my group ,1,yelp
2495,and then tragedy struck ,0,yelp
2496,the pancake was also really good and pretty large at that ,1,yelp
2497,this was my first crawfish experience  and it was delicious ,1,yelp
2498,their monster chicken fried steak and eggs is my all time favorite ,1,yelp
2499,waitress was sweet and funny ,1,yelp
2500,i also had to taste my mom's multi grain pumpkin pancakes with pecan butter and they were amazing  fluffy  and delicious ,1,yelp
2501,i'd rather eat airline food  seriously ,0,yelp
2502,cant say enough good things about this place ,1,yelp
2503,the ambiance was incredible ,1,yelp
2504,the waitress and manager are so friendly ,1,yelp
2505,i would not recommend this place ,0,yelp
2506,overall i wasn't very impressed with noca ,0,yelp
2507,my gyro was basically lettuce only ,0,yelp
2508,terrible service ,0,yelp
2509,thoroughly disappointed ,0,yelp
2510,i don't each much pasta  but i love the homemade  hand made pastas and thin pizzas here ,1,yelp
2511,give it a try  you will be happy you did ,1,yelp
2512,by far the best cheesecurds we have ever had ,1,yelp
2513,reasonably priced also ,1,yelp
2514,everything was perfect the night we were in ,1,yelp
2515,the food is very good for your typical bar food ,1,yelp
2516,it was a drive to get there ,0,yelp
2517,at first glance it is a lovely bakery cafe   nice ambiance  clean  friendly staff ,1,yelp
2518,anyway  i do not think i will go back there ,0,yelp
2519,point your finger at any item on the menu  order it and you won't be disappointed ,1,yelp
2520,oh this is such a thing of beauty  this restaurant ,1,yelp
2521,if you haven't gone here go now ,1,yelp
2522,a greasy  unhealthy meal ,0,yelp
2523,first time there and might just be the last ,0,yelp
2524,those burgers were amazing ,1,yelp
2525,similarly  the delivery man did not say a word of apology when our food was 45 minutes late ,0,yelp
2526,and it was way to expensive ,0,yelp
2527,be sure to order dessert  even if you need to pack it to go   the tiramisu and cannoli are both to die for ,1,yelp
2528,this was my first time and i can't wait until the next ,1,yelp
2529,the bartender was also nice ,1,yelp
2530,everything was good and tasty ,1,yelp
2531,this place is two thumbs up    way up ,1,yelp
2532,the best place in vegas for breakfast  just check out a sat  or sun ,1,yelp
2533,if you love authentic mexican food and want a whole bunch of interesting  yet delicious meats to choose from  you need to try this place ,1,yelp
2534,terrible management ,0,yelp
2535,an excellent new restaurant by an experienced frenchman ,1,yelp
2536,if there were zero stars i would give it zero stars ,0,yelp
2537,great steak  great sides  great wine  amazing desserts ,1,yelp
2538,worst martini ever ,0,yelp
2539,the steak and the shrimp are in my opinion the best entrees at gc ,1,yelp
2540,i had the opportunity today to sample your amazing pizzas ,1,yelp
2541,we waited for thirty minutes to be seated  although there were 8 vacant tables and we were the only folks waiting  ,0,yelp
2542,the yellowtail carpaccio was melt in your mouth fresh ,1,yelp
2543,i won't try going back there even if it's empty ,0,yelp
2544,no  i'm going to eat the potato that i found some strangers hair in it ,0,yelp
2545,just spicy enough   perfect actually ,1,yelp
2546,last night was my second time dining here and i was so happy i decided to go back ,1,yelp
2547,not even a  hello  we will be right with you  ,0,yelp
2548,the desserts were a bit strange ,0,yelp
2549,my boyfriend and i came here for the first time on a recent trip to vegas and could not have been more pleased with the quality of food and service ,1,yelp
2550,i really do recommend this place  you can go wrong with this donut place ,1,yelp
2551,nice ambiance ,1,yelp
2552,i would recommend saving room for this ,1,yelp
2553,i guess maybe we went on an off night but it was disgraceful ,0,yelp
2554,however  my recent experience at this particular location was not so good ,0,yelp
2555,i know this is not like the other restaurants at all  something is very off here ,0,yelp
2556,avoid this establishment ,0,yelp
2557,i think this restaurant suffers from not trying hard enough ,0,yelp
2558,all of the tapas dishes were delicious ,1,yelp
2559,i  heart  this place ,1,yelp
2560,my salad had a bland vinegrette on the baby greens and hearts of palm ,0,yelp
2561,after two i felt disgusting ,0,yelp
2562,a good time ,1,yelp
2563,i believe that this place is a great stop for those with a huge belly and hankering for sushi ,1,yelp
2564,generous portions and great taste ,1,yelp
2565,i will never go back to this place and will never ever recommended this place to anyone ,0,yelp
2566,the servers went back and forth several times  not even so much as an  are you being helped  ,0,yelp
2567,food was delicious ,1,yelp
2568,an hour    seriously ,0,yelp
2569,i consider this theft ,0,yelp
2570,eew    this location needs a complete overhaul ,0,yelp
2571,we recently witnessed her poor quality of management towards other guests as well ,0,yelp
2572,waited and waited and waited ,0,yelp
2573,he also came back to check on us regularly  excellent service ,1,yelp
2574,our server was super nice and checked on us many times ,1,yelp
2575,the pizza tasted old  super chewy in not a good way ,0,yelp
2576,i swung in to give them a try but was deeply disappointed ,0,yelp
2577,service was good and the company was better ,1,yelp
2578,the staff are also very friendly and efficient ,1,yelp
2579,as for the service  i'm a fan  because it's quick and you're being served by some nice folks ,1,yelp
2580,boy was that sucker dry   ,0,yelp
2581,over rated ,0,yelp
2582,if you look for authentic thai food  go else where ,0,yelp
2583,their steaks are 100  recommended ,1,yelp
2584,after i pulled up my car i waited for another 15 minutes before being acknowledged ,0,yelp
2585,great food and great service in a clean and friendly setting ,1,yelp
2586,all in all  i can assure you i'll be back ,1,yelp
2587,i hate those things as much as cheap quality black olives ,0,yelp
2588,my breakfast was perpared great  with a beautiful presentation of 3 giant slices of toast  lightly dusted with powdered sugar ,1,yelp
2589,the kids play area is nasty ,0,yelp
2590,great place fo take out or eat in ,1,yelp
2591,the waitress was friendly and happy to accomodate for vegan veggie options ,1,yelp
2592,omg i felt like i had never eaten thai food until this dish ,1,yelp
2593,it was extremely  crumby  and pretty tasteless ,0,yelp
2594,it was a pale color instead of nice and char and has no flavor ,0,yelp
2595,the croutons also taste homemade which is an extra plus ,1,yelp
2596,i got home to see the driest damn wings ever ,0,yelp
2597,it'll be a regular stop on my trips to phoenix ,1,yelp
2598,i really enjoyed crema café before they expanded  i even told friends they had the best breakfast ,1,yelp
2599,not good for the money ,0,yelp
2600,i miss it and wish they had one in philadelphia ,1,yelp
2601,we got sitting fairly fast  but  ended up waiting 40 minutes just to place our order  another 30 minutes before the food arrived ,0,yelp
2602,they also have the best cheese crisp in town ,1,yelp
2603,good value  great food  great service ,1,yelp
2604,couldn't ask for a more satisfying meal ,1,yelp
2605,the food is good ,1,yelp
2606,it was awesome ,1,yelp
2607,i just wanted to leave ,0,yelp
2608,we made the drive all the way from north scottsdale    and i was not one bit disappointed ,1,yelp
2609,i will not be eating there again ,0,yelp
2610,     the owners really really need to quit being soooooo cheap let them wrap my freaking sandwich in two papers not one ,0,yelp
2611,i checked out this place a couple years ago and was not impressed ,0,yelp
2612,the chicken i got was definitely reheated and was only ok  the wedges were cold and soggy ,0,yelp
2613,sorry  i will not be getting food from here anytime soon   ,0,yelp
2614,an absolute must visit ,1,yelp
2615,the cow tongue and cheek tacos are amazing ,1,yelp
2616,my friend did not like his bloody mary ,0,yelp
2617,despite how hard i rate businesses  its actually rare for me to give a 1 star ,0,yelp
2618,they really want to make your experience a good one ,1,yelp
2619,i will not return ,0,yelp
2620,i had the chicken pho and it tasted very bland ,0,yelp
2621,very disappointing   ,0,yelp
2622,the grilled chicken was so tender and yellow from the saffron seasoning ,1,yelp
2623,a drive thru means you do not want to wait around for half an hour for your food  but somehow when we end up going here they make us wait and wait ,0,yelp
2624,pretty awesome place ,1,yelp
2625,ambience is perfect ,1,yelp
2626,best of luck to the rude and non customer service focused new management ,0,yelp
2627,any grandmother can make a roasted chicken better than this one ,0,yelp
2628,i asked multiple times for the wine list and after some time of being ignored i went to the hostess and got one myself ,0,yelp
2629,the staff is always super friendly and helpful  which is especially cool when you bring two small boys and a baby ,1,yelp
2630,four stars for the food   the guy in the blue shirt for his great vibe   still letting us in to eat  ,1,yelp
2631,the roast beef sandwich tasted really good ,1,yelp
2632,same evening  him and i are both drastically sick ,0,yelp
2633,high quality chicken on the chicken caesar salad ,1,yelp
2634,ordered burger rare came in we'll done ,0,yelp
2635,we were promptly greeted and seated ,1,yelp
2636,tried to go here for lunch and it was a madhouse ,0,yelp
2637,i was proven dead wrong by this sushi bar  not only because the quality is great  but the service is fast and the food  impeccable ,1,yelp
2638,after waiting an hour and being seated  i was not in the greatest of moods ,0,yelp
2639,this is a good joint ,1,yelp
2640,the macarons here are insanely good ,1,yelp
2641,i'm not eating here ,0,yelp
2642,our waiter was very attentive  friendly  and informative ,1,yelp
2643,maybe if they weren't cold they would have been somewhat edible ,0,yelp
2644,this place has a lot of promise but fails to deliver ,0,yelp
2645,very bad experience ,0,yelp
2646,what a mistake ,0,yelp
2647,food was average at best ,0,yelp
2648,great food ,1,yelp
2649,we won't be going back anytime soon ,0,yelp
2650,very very disappointed ordered the $35 big bay plater ,0,yelp
2651,great place to relax and have an awesome burger and beer ,1,yelp
2652,it is perfect for a sit down family meal or get together with a few friends ,1,yelp
2653,not much flavor to them  and very poorly constructed ,0,yelp
2654,the patio seating was very comfortable ,1,yelp
2655,the fried rice was dry as well ,0,yelp
2656,hands down my favorite italian restaurant ,1,yelp
2657,that just screams  legit  in my book   somethat's also pretty rare here in vegas ,1,yelp
2658,it was just not a fun experience ,1,yelp
2659,the atmosphere was great with a lovely duo of violinists playing songs we requested ,1,yelp
2660,i personally love the hummus  pita  baklava  falafels and baba ganoush  it's amazing what they do with eggplant   ,1,yelp
2661,very convenient  since we were staying at the mgm ,1,yelp
2662,the owners are super friendly and the staff is courteous ,1,yelp
2663,both great ,1,yelp
2664,eclectic selection ,1,yelp
2665,the sweet potato tots were good but the onion rings were perfection or as close as i have had ,1,yelp
2666,the staff was very attentive ,1,yelp
2667,and the chef was generous with his time  even came around twice so we can take pictures with him  ,1,yelp
2668,the owner used to work at nobu  so this place is really similar for half the price ,1,yelp
2669,google mediocre and i imagine smashburger will pop up ,0,yelp
2670,dont go here ,0,yelp
2671,i promise they won't disappoint ,1,yelp
2672,as a sushi lover avoid this place by all means ,0,yelp
2673,what a great double cheeseburger ,1,yelp
2674,awesome service and food ,1,yelp
2675,a fantastic neighborhood gem    ,1,yelp
2676,i can't wait to go back ,1,yelp
2677,the plantains were the worst i've ever tasted ,0,yelp
2678,it's a great place and i highly recommend it ,1,yelp
2679,service was slow and not attentive ,0,yelp
2680,i gave it 5 stars then  and i'm giving it 5 stars now ,1,yelp
2681,your staff spends more time talking to themselves than me ,0,yelp
2682,dessert  panna cotta was amazing ,1,yelp
2683,very good food  great atmosphere 1,1,yelp
2684,damn good steak ,1,yelp
2685,total brunch fail ,0,yelp
2686,prices are very reasonable  flavors are spot on  the sauce is home made  and the slaw is not drenched in mayo ,1,yelp
2687,the decor is nice  and the piano music soundtrack is pleasant ,1,yelp
2688,the steak was amazing   rge fillet relleno was the best seafood plate i have ever had ,1,yelp
2689,good food   good service  ,1,yelp
2690,it was absolutely amazing ,1,yelp
2691,i probably won't be back  to be honest ,0,yelp
2692,will definitely be back ,1,yelp
2693,the sergeant pepper beef sandwich with auju sauce is an excellent sandwich as well ,1,yelp
2694,hawaiian breeze  mango magic  and pineapple delight are the smoothies that i've tried so far and they're all good ,1,yelp
2695,went for lunch   service was slow ,0,yelp
2696,we had so much to say about the place before we walked in that he expected it to be amazing  but was quickly disappointed ,0,yelp
2697,i was mortified ,0,yelp
2698,needless to say  we will never be back here again ,0,yelp
2699,anyways  the food was definitely not filling at all  and for the price you pay you should expect more ,0,yelp
2700,the chips that came out were dripping with grease  and mostly not edible ,0,yelp
2701,i wasn't really impressed with strip steak ,0,yelp
2702,have been going since 2007 and every meal has been awesome  ,1,yelp
2703,our server was very nice and attentive as were the other serving staff ,1,yelp
2704,the cashier was friendly and even brought the food out to me ,1,yelp
2705,i work in the hospitality industry in paradise valley and have refrained from recommending cibo any longer ,0,yelp
2706,the atmosphere here is fun ,1,yelp
2707,would not recommend to others ,0,yelp
2708,service is quick and even  to go  orders are just like we like it ,1,yelp
2709,i mean really  how do you get so famous for your fish and chips when it's so terrible   ,0,yelp
2710,that said  our mouths and bellies were still quite pleased ,1,yelp
2711,not my thing ,0,yelp
2712,2 thumbs up  ,1,yelp
2713,if you are reading this please don't go there ,0,yelp
2714,i loved the grilled pizza  reminded me of legit italian pizza ,1,yelp
2715,only pros   large seating area  nice bar area  great simple drink menu  the best brick oven pizza with homemade dough ,1,yelp
2716,they have a really nice atmosphere ,1,yelp
2717,tonight i had the elk filet special   and it sucked ,0,yelp
2718,after one bite  i was hooked ,1,yelp
2719,we ordered some old classics and some new dishes after going there a few times and were sorely disappointed with everything ,0,yelp
2720,cute  quaint  simple  honest ,1,yelp
2721,the chicken was deliciously seasoned and had the perfect fry on the outside and moist chicken on the inside ,1,yelp
2722,the food was great as always  compliments to the chef ,1,yelp
2723,special thanks to dylan t  for the recommendation on what to order    all yummy for my tummy ,1,yelp
2724,awesome selection of beer ,1,yelp
2725,great food and awesome service ,1,yelp
2726,one nice thing was that they added gratuity on the bill since our party was larger than 6 or 8  and they didn't expect more tip than that ,1,yelp
2727,a fly was in my apple juice   a fly        ,0,yelp
2728,the han nan chicken was also very tasty ,1,yelp
2729,as for the service  i thought it was good ,1,yelp
2730,the food was barely lukewarm  so it must have been sitting waiting for the server to bring it out to us ,0,yelp
2731,ryan's bar is definitely one edinburgh establishment i won't be revisiting ,0,yelp
2732,nicest chinese restaurant i've been in a while ,1,yelp
2733,overall  i like there food and the service ,1,yelp
2734,they also now serve indian naan bread with hummus and some spicy pine nut sauce that was out of this world ,1,yelp
2735,probably never coming back  and wouldn't recommend it ,0,yelp
2736,friend's pasta    also bad  he barely touched it ,0,yelp
2737,try them in the airport to experience some tasty food and speedy  friendly service ,1,yelp
2738,i love the decor with the chinese calligraphy wall paper ,1,yelp
2739,never had anything to complain about here ,1,yelp
2740,the restaurant is very clean and has a family restaurant feel to it ,1,yelp
2741,it was way over fried ,0,yelp
2742,i'm not sure how long we stood there but it was long enough for me to begin to feel awkwardly out of place ,0,yelp
2743,when i opened the sandwich  i was impressed  but not in a good way ,0,yelp
2744,will not be back ,0,yelp
2745,there was a warm feeling with the service and i felt like their guest for a special treat ,1,yelp
2746,an extensive menu provides lots of options for breakfast ,1,yelp
2747,i always order from the vegetarian menu during dinner  which has a wide array of options to choose from ,1,yelp
2748,i have watched their prices inflate  portions get smaller and management attitudes grow rapidly ,0,yelp
2749,wonderful lil tapas and the ambience made me feel all warm and fuzzy inside ,1,yelp
2750,i got to enjoy the seafood salad  with a fabulous vinegrette ,1,yelp
2751,the wontons were thin  not thick and chewy  almost melt in your mouth ,1,yelp
2752,level 5 spicy was perfect  where spice didn't over whelm the soup ,1,yelp
2753,we were sat right on time and our server from the get go was fantastic ,1,yelp
2754,main thing i didn't enjoy is that the crowd is of older crowd  around mid 30s and up ,0,yelp
2755,when i'm on this side of town  this will definitely be a spot i'll hit up again ,1,yelp
2756,i had to wait over 30 minutes to get my drink and longer to get 2 arepas ,0,yelp
2757,this is a great place to eat ,1,yelp
2758,the jalapeno bacon is soooo good ,1,yelp
2759,the service was poor and thats being nice ,0,yelp
2760,food was good  service was good  prices were good ,1,yelp
2761,the place was not clean and the food oh so stale ,0,yelp
2762,the chicken dishes are ok  the beef is like shoe leather ,0,yelp
2763,but the service was beyond bad ,0,yelp
2764,i'm so happy to be here    ,1,yelp
2765,tasted like dirt ,0,yelp
2766,one of the few places in phoenix that i would definately go back to again  ,1,yelp
2767,the block was amazing ,1,yelp
2768,it's close to my house  it's low key  non fancy  affordable prices  good food ,1,yelp
2769,  both the hot   sour   the egg flower soups were absolutely 5 stars ,1,yelp
2770,my sashimi was poor quality being soggy and tasteless ,0,yelp
2771,great time   family dinner on a sunday night ,1,yelp
2772,the food is not tasty at all  not to say its  real traditional hunan style  ,0,yelp
2773,what did bother me  was the slow service ,0,yelp
2774,the flair bartenders are absolutely amazing ,1,yelp
2775,their frozen margaritas are way too sugary for my taste ,0,yelp
2776,these were so good we ordered them twice ,1,yelp
2777,so in a nutshell  1  the restaraunt smells like a combination of a dirty fish market and a sewer ,0,yelp
2778,my girlfriend's veal was very bad ,0,yelp
2779,unfortunately  it was not good ,0,yelp
2780,i had a pretty satifying experience ,1,yelp
2781,join the club and get awesome offers via email ,1,yelp
2782,perfect for someone  me  who only likes beer ice cold  or in this case  even colder ,1,yelp
2783,bland and flavorless is a good way of describing the barely tepid meat ,0,yelp
2784,the chains  which i'm no fan of  beat this place easily ,0,yelp
2785,the nachos are a must have ,1,yelp
2786,we will not be coming back ,0,yelp
2787,i don't have very many words to say about this place  but it does everything pretty well ,1,yelp
2788,the staff is super nice and very quick even with the crazy crowds of the downtown juries  lawyers  and court staff ,1,yelp
2789,great atmosphere  friendly and fast service ,1,yelp
2790,when i received my pita it was huge it did have a lot of meat in it so thumbs up there ,1,yelp
2791,once your food arrives it's meh ,0,yelp
2792,paying $7 85 for a hot dog and fries that looks like it came out of a kid's meal at the wienerschnitzel is not my idea of a good meal ,0,yelp
2793,the classic maine lobster roll was fantastic ,1,yelp
2794,my brother in law who works at the mall ate here same day  and guess what he was sick all night too ,0,yelp
2795,so good i am going to have to review this place twice   once hereas a tribute to the place and once as a tribute to an event held here last night ,1,yelp
2796,the chips and salsa were really good  the salsa was very fresh ,1,yelp
2797,this place is great              ,1,yelp
2798,mediocre food ,0,yelp
2799,once you get inside you'll be impressed with the place ,1,yelp
2800,i'm super pissd ,0,yelp
2801,and service was super friendly ,1,yelp
2802,why are these sad little vegetables so overcooked ,0,yelp
2803,this place was such a nice surprise ,1,yelp
2804,they were golden crispy and delicious ,1,yelp
2805,i had high hopes for this place since the burgers are cooked over a charcoal grill  but unfortunately the taste fell flat  way flat ,0,yelp
2806,i could eat their bruschetta all day it is devine ,1,yelp
2807,not a single employee came out to see if we were ok or even needed a water refill once they finally served us our food ,0,yelp
2808,lastly  the mozzarella sticks  they were the best thing we ordered ,1,yelp
2809,the first time i ever came here i had an amazing experience  i still tell people how awesome the duck was ,1,yelp
2810,the server was very negligent of our needs and made us feel very unwelcome    i would not suggest this place ,0,yelp
2811,the service was terrible though ,0,yelp
